Country,country_code,Region,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2019.1
Luxembourg,LUX,Europe & Central Asia,CO2 emissions (metric tons per capita),2956658374.0,3036175711.0,2917065086.0,293100195.0,268288143.0,2119302539.0,2109964391.0,1964477292.0,178243466.0,1839828097.0,1961952785.0,2065568201.0,220093006.0,2267342686.0,2545323535.0,2560420297.0,2479704354.0,2314617017.0,2255192972.0,2097299341.0,217574405.0,2102838372.0,2013387346.0,1868006408.0,1734616222.0,1602867977.0,1520582045.0,1509216281.0,1533020757.0,1530642656.0,1530642656.0
Latvia,LVA,Europe & Central Asia,CO2 emissions (metric tons per capita),7051796913.0,6489143324.0,5343608975.0,4587853891.0,4054361771.0,3621648768.0,3666742362.0,3506174443.0,3373417388.0,3158358858.0,2927076514.0,3149107682.0,3181579866.0,3317373005.0,3367030096.0,3443810739.0,3696429298.0,3876699912.0,3724758973.0,3436572194.0,4061872255.0,3835493313.0,3721147063.0,3701592882.0,3651352159.0,3701593036.0,3648821173.0,3665855177.0,4042188179.0,3955435862.0,3955435862.0
"Macao SAR, China",MAC,East Asia & Pacific,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Latin America & Caribbean,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Middle East & North Africa,CO2 emissions (metric tons per capita),866674748.0,91526633.0,967663773.0,978008048.0,1042337759.0,1066523229.0,1040043425.0,1077299946.0,1089630485.0,1131591273.0,1141917571.0,1245265322.0,1272120189.0,1250718366.0,136110692.0,1430937324.0,1460816566.0,1487308731.0,1542007758.0,1526820983.0,1600327236.0,1706431503.0,1747192709.0,1708106064.0,1716465376.0,1742749914.0,171723308.0,1785209569.0,1802987555.0,1959872285.0,1959872285.0
Monaco,MCO,Europe & Central Asia,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Europe & Central Asia,CO2 emissions (metric tons per capita),102825876.0,8267454158.0,6825365369.0,5855813131.0,4770134505.0,4112038484.0,3529729999.0,3263471871.0,2947852992.0,2508759325.0,2294971959.0,2406374218.0,2466926631.0,2677168603.0,2687255676.0,2832301219.0,2770741944.0,2832852436.0,2841737072.0,2667275485.0,2900589865.0,2916254254.0,2846693444.0,251163813.0,2698682174.0,2829393394.0,2904891689.0,2925422215.0,3153369697.0,3324610168.0,3324610168.0
Madagascar,MDG,Sub-Saharan Africa,CO2 emissions (metric tons per capita),76733088.0,79545775.0,78040291.0,78892544.0,9260291.0,101666718.0,94226322.0,98969463.0,110069755.0,109275143.0,104650238.0,102700134.0,6680536.0,89703541.0,92681049.0,93255492.0,86863187.0,8850687.0,89015683.0,82162021.0,88409221.0,100717581.0,122613506.0,127606246.0,127596996.0,135346585.0,127739729.0,135703195.0,12755921.0,152766255.0,152766255.0
Maldives,MDV,South Asia,CO2 emissions (metric tons per capita),716977581.0,696430359.0,973458444.0,824415901.0,804563484.0,1023042055.0,1080338609.0,1288679331.0,1154798935.0,1572085609.0,1646408682.0,1676510344.0,2107517395.0,1751018304.0,2409522433.0,2252787914.0,2656577793.0,2595682231.0,2533134579.0,2575051504.0,2624887153.0,2654450911.0,2869866616.0,2719012867.0,3149294983.0,3011558239.0,3701328042.0,3746993369.0,4072103192.0,3973956262.0,3973956262.0
Mexico,MEX,Latin America & Caribbean,CO2 emissions (metric tons per capita),3211459758.0,33679239.0,3349750726.0,3392592466.0,3621484603.0,3347468763.0,3464414786.0,3619874761.0,3801311841.0,3643438938.0,383397972.0,3777038684.0,379604559.0,3925940997.0,3962113262.0,4077064206.0,4167900165.0,4187211587.0,4146991471.0,3986790881.0,4056954882.0,4134993377.0,4147972825.0,4003630132.0,3840633659.0,3870316544.0,3837647208.0,3779372436.0,358639514.0,3521600048.0,3521600048.0
Marshall Islands,MHL,East Asia & Pacific,CO2 emissions (metric tons per capita),,,1624629381.0,1806213374.0,1792328833.0,1783803068.0,1781366902.0,1783838424.0,1985860672.0,198341862.0,1970288056.0,2139619926.0,2291475659.0,2057420731.0,2386371893.0,2533615661.0,2510535293.0,2497948125.0,2314567447.0,2488667685.0,2483987165.0,2476824015.0,2468613355.0,2459030801.0,2623157336.0,2611238875.0,3118341166.0,3100615079.0,3081558706.0,3061693238.0,3061693238.0
North Macedonia,MKD,Europe & Central Asia,CO2 emissions (metric tons per capita),4303137233.0,4204075244.0,4294351118.0,4455591263.0,4314449166.0,4295959328.0,5056696831.0,4502047956.0,4901562772.0,4506375853.0,4323043897.0,4383546564.0,4143242276.0,4509631983.0,4349229415.0,4531495635.0,4519102898.0,4746620875.0,4631398117.0,4325413431.0,4204371545.0,4624639348.0,4390978645.0,3943737473.0,3724356864.0,3579319286.0,3522333131.0,3755118077.0,351601022.0,3996737213.0,3996737213.0
tokyo,MLI,Sub-Saharan Africa,CO2 emissions (metric tons per capita),1183444.0,1158007.0,1129901.0,1100452.0,107125.0,1043225.0,0.0,990652.0,,,128808907.0,142836826.0,12051418.0,11683518.0,119653221.0,129153365.0,143145185.0,151632184.0,147375805.0,172136787.0,18472556.0,201100982.0,194624453.0,19574642.0,199595937.0,209303734.0,259943425.0,279812002.0,286721356.0,29657102.0,29657102.0
Malta,MLT,Middle East & North Africa,CO2 emissions (metric tons per capita),6522291555.0,6074015034.0,5902866563.0,7567841253.0,669695862.0,6305988835.0,6106789855.0,6452607297.0,6151258672.0,6218103195.0,546032039.0,6335426484.0,5859044353.0,6548213153.0,6479459874.0,6512577233.0,6538237823.0,6687581821.0,6644209959.0,6085187757.0,6248371356.0,6173907034.0,6475758827.0,5563811012.0,5430805313.0,3729892769.0,2964713376.0,3247870147.0,3198316143.0,3293245606.0,3293245606.0
Myanmar,MMR,East Asia & Pacific,CO2 emissions (metric tons per capita),98705248.0,95965184.0,100939382.0,112147375.0,130234082.0,158080806.0,164446293.0,161013705.0,173422241.0,188605397.0,202056101.0,176812683.0,173996307.0,217865792.0,209000441.0,218999293.0,20222694.0,20938514.0,158222646.0,149053636.0,160669313.0,17042352.0,232622809.0,262282625.0,325932191.0,361422537.0,412101397.0,60881351.0,613312795.0,679428523.0,679428523.0
Montenegro,MNE,Europe & Central Asia,CO2 emissions (metric tons per capita),3166373117.0,2240139679.0,2432146402.0,2114164905.0,2060881043.0,2174225779.0,2536812422.0,2739860874.0,2896346982.0,1996696375.0,2512604347.0,2749473566.0,2902457711.0,308688854.0,3325980246.0,3255944948.0,3544571467.0,3409782674.0,4360024664.0,2830368724.0,416513287.0,409625219.0,3754425023.0,3654176435.0,3570222461.0,3793242395.0,3454908775.0,3647330429.0,4017826292.0,4179875994.0,4179875994.0
Mongolia,MNG,East Asia & Pacific,CO2 emissions (metric tons per capita),593826675.0,6654889856.0,5732127774.0,5235958353.0,4525373003.0,4473422085.0,3751234044.0,3647660018.0,3629545263.0,3623389675.0,3754040286.0,3707233528.0,392917514.0,3771116497.0,3829523873.0,4377720656.0,4853735335.0,5019625678.0,4928000758.0,5101365454.0,5261219125.0,5677968414.0,6067905096.0,6377995554.0,6163032906.0,5769680109.0,5944984219.0,6288160891.0,679764812.0,7153120086.0,7153120086.0
Northern Mariana Islands,MNP,East Asia & Pacific,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Sub-Saharan Africa,CO2 emissions (metric tons per capita),86238147.0,70528058.0,79675509.0,89764421.0,73588194.0,75565399.0,72679678.0,78672088.0,73748304.0,7132843.0,80736566.0,77379485.0,83670206.0,9828723.0,95929046.0,83439354.0,88234843.0,102891487.0,100553963.0,108758711.0,113889571.0,138501288.0,14801305.0,164314407.0,184887949.0,204126905.0,26158888.0,251666665.0,235625091.0,246986412.0,246986412.0
Mauritania,MRT,Sub-Saharan Africa,CO2 emissions (metric tons per capita),462064731.0,469367991.0,47138.0,477590108.0,474391715.0,505698837.0,51835307.0,505430917.0,496751685.0,507498485.0,482849894.0,518057064.0,557935865.0,517998712.0,557966222.0,499305929.0,555929037.0,621387214.0,576414856.0,692519115.0,686852526.0,68359045.0,736532985.0,678454997.0,737745687.0,879815244.0,782989056.0,81492894.0,838005587.0,872793555.0,872793555.0
Mauritius,MUS,Sub-Saharan Africa,CO2 emissions (metric tons per capita),1095605771.0,1167933953.0,1217216981.0,1339561535.0,1356881365.0,1380899224.0,1419758094.0,1410800812.0,1542543611.0,1871915063.0,2047396815.0,2148313908.0,216665648.0,2266415026.0,2268626679.0,2409925014.0,2674238776.0,2742753963.0,2789117802.0,2741639064.0,2927063408.0,2906410475.0,2970024269.0,3034990528.0,3132598572.0,3136372847.0,3197535651.0,3297451534.0,3264040403.0,3294591006.0,3294591006.0
Malawi,MWI,Sub-Saharan Africa,CO2 emissions (metric tons per capita),58482648.0,6666416.0,65042504.0,74147802.0,75930962.0,76185306.0,73831789.0,75012864.0,71074249.0,72782048.0,63684264.0,5948215.0,58051867.0,62499047.0,62592276.0,6019349.0,60121661.0,62210458.0,69930583.0,69365009.0,61212099.0,62156976.0,61704298.0,61871473.0,52180694.0,55537956.0,65096398.0,67345051.0,76061492.0,77836684.0,77836684.0
Malaysia,MYS,East Asia & Pacific,CO2 emissions (metric tons per capita),3029425024.0,3515129989.0,353476829.0,3748543552.0,3991488828.0,4212791305.0,4693205258.0,4916803438.0,4779185487.0,5050462037.0,5361673228.0,5460347212.0,5633584028.0,5850077034.0,6282887624.0,651677658.0,664454285.0,7108435391.0,7450065403.0,6559572504.0,7097979384.0,707620238.0,7080248362.0,7589690457.0,7923564998.0,7814088295.0,7689838122.0,7317875576.0,7752148815.0,7927126037.0,7927126037.0
Namibia,NAM,Sub-Saharan Africa,CO2 emissions (metric tons per capita),,758602519.0,804244831.0,906695269.0,1030263358.0,1087313084.0,1154277621.0,1160168643.0,1166527588.0,1122537434.0,1081031081.0,1348930479.0,1150406836.0,1208016751.0,1247551478.0,1305256713.0,1283405301.0,1305745823.0,1443685051.0,1451198166.0,1477197645.0,1544026991.0,1608363844.0,1696883716.0,1737465854.0,1814332366.0,1751451675.0,1777224301.0,1727729453.0,1691705428.0,1691705428.0
New Caledonia,NCL,East Asia & Pacific,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Sub-Saharan Africa,CO2 emissions (metric tons per capita),7101395.0,65148631.0,58365034.0,64331929.0,59989206.0,55846561.0,62076405.0,60914527.0,63532883.0,59469775.0,59126893.0,57014658.0,57424174.0,60088632.0,60186287.0,55781969.0,53026134.0,55837755.0,56390068.0,68168346.0,8321173.0,82384979.0,106208361.0,106461818.0,11174531.0,105491223.0,101497009.0,88416149.0,86887436.0,92232251.0,92232251.0
Nigeria,NGA,Sub-Saharan Africa,CO2 emissions (metric tons per capita),764290772.0,838865429.0,916617756.0,839721221.0,743919145.0,798252208.0,905675443.0,869487341.0,762553136.0,729665939.0,795035466.0,813037008.0,717284684.0,765727934.0,729601662.0,710906213.0,622779937.0,554325672.0,578493505.0,498623213.0,568190395.0,583519875.0,570117077.0,629519877.0,650945533.0,594907347.0,595987612.0,56844006.0,561021958.0,573636206.0,573636206.0
Nicaragua,NIC,Latin America & Caribbean,CO2 emissions (metric tons per capita),462448798.0,449904747.0,51323011.0,492997641.0,554945043.0,569624811.0,594739592.0,625562126.0,716810551.0,709270872.0,743690956.0,763793914.0,777878504.0,861659269.0,844372659.0,797986014.0,82520869.0,840777159.0,794009849.0,764071157.0,774374196.0,808058902.0,783949275.0,737324175.0,774899292.0,846826583.0,853430475.0,858282658.0,79034855.0,800549594.0,800549594.0
Netherlands,NLD,Europe & Central Asia,CO2 emissions (metric tons per capita),9924081247.0,102529576.0,1009275057.0,1034311274.0,1022308107.0,1061581838.0,111792938.0,1065362429.0,1061487117.0,1021054272.0,10178636.0,1041493988.0,1036786976.0,1049965052.0,1057132609.0,1028991121.0,1001462043.0,1004474769.0,1004646055.0,9708786357.0,1029828126.0,9511130441.0,9398409929.0,9348128895.0,8881703067.0,9292250246.0,9309281866.0,9092131413.0,8783850008.0,8437074627.0,8437074627.0
Norway,NOR,Europe & Central Asia,CO2 emissions (metric tons per capita),691033516.0,6412885653.0,7045537737.0,7520887683.0,7934763835.0,7889091169.0,7897134573.0,8294823544.0,8550221778.0,889752893.0,7635326646.0,7692050359.0,7573555473.0,814264597.0,813169251.0,7862364379.0,7981673212.0,8016303569.0,773245798.0,7751527071.0,8469598181.0,7995012096.0,766951117.0,7776167641.0,7613049325.0,7610906295.0,7404691495.0,7148044335.0,7076542655.0,6722269985.0,6722269985.0
Nepal,NPL,South Asia,CO2 emissions (metric tons per capita),49721033.0,60807484.0,61690247.0,68814146.0,82696086.0,88060506.0,88726517.0,96967992.0,100616384.0,132709649.0,13449675.0,142111305.0,1128384.0,120410447.0,110545761.0,123909964.0,100511426.0,101961197.0,112125361.0,144326283.0,171767827.0,192299009.0,222311476.0,226252797.0,264996837.0,266148113.0,38183016.0,451639097.0,540651882.0,470136453.0,470136453.0
Nauru,NRU,East Asia & Pacific,CO2 emissions (metric tons per capita),1367557332.0,1331148884.0,1196410768.0,1069310781.0,1048018293.0,1035196687.0,9365926758.0,9395847036.0,9463423867.0,8613264427.0,8708272859.0,7828554653.0,7919223739.0,7007007037.0,7066424419.0,7108042272.0,508802287.0,4062563387.0,4048582905.0,4022121579.0,3996403148.0,3972589046.0,3946329825.0,4898119195.0,4859558824.0,5783689865.0,572847037.0,6618133714.0,5619029655.0,5574135884.0,5574135884.0
New Zealand,NZL,East Asia & Pacific,CO2 emissions (metric tons per capita),6700102108.0,6474778976.0,6903191098.0,6707351212.0,6693370166.0,6623291773.0,6808681672.0,7322878375.0,7124508519.0,7460040155.0,7634082484.0,814843448.0,7987843717.0,8293603875.0,8034250802.0,8280316298.0,8189552277.0,7876793517.0,8021502927.0,7244456858.0,7136782411.0,6909215537.0,7284317645.0,7179036805.0,7078489829.0,7003080396.0,6616321362.0,6841033801.0,6603273193.0,6830414187.0,6830414187.0
Oman,OMN,Middle East & North Africa,CO2 emissions (metric tons per capita),6577792886.0,8300941882.0,7522921717.0,7325880047.0,7535784504.0,8560668921.0,8664736401.0,8898730931.0,8668393536.0,9747669296.0,1107156038.0,1221372582.0,1283588708.0,1328492122.0,1278253668.0,1234841248.0,151854899.0,1590418587.0,1501659837.0,1515548722.0,1547953576.0,1649286886.0,1730973775.0,1673659016.0,1648517399.0,1643412074.0,1610326029.0,1541601824.0,1565387186.0,1528243639.0,1528243639.0
Pakistan,PAK,South Asia,CO2 emissions (metric tons per capita),548361744.0,544418959.0,588002264.0,629875234.0,63350157.0,668461106.0,673894593.0,681838478.0,668850768.0,712499673.0,691074356.0,683936764.0,684254166.0,690167072.0,757349952.0,758995364.0,80769342.0,871590759.0,828201836.0,826887879.0,783727323.0,772880261.0,767887129.0,763669285.0,789739106.0,823008136.0,889401339.0,956344699.0,882587328.0,879965499.0,879965499.0
Panama,PAN,Latin America & Caribbean,CO2 emissions (metric tons per capita),1088651877.0,1236566704.0,1413071454.0,1445095498.0,1505150483.0,1591434287.0,157708908.0,1625841347.0,1964071231.0,1686189102.0,1742382768.0,2013178877.0,1717899288.0,1723248273.0,171593431.0,2137995571.0,2208349617.0,2165811399.0,2076102578.0,2430700533.0,2522860045.0,2695280284.0,2774068569.0,2672439484.0,2758047289.0,269623958.0,2667774513.0,2466662344.0,2408503314.0,3141454996.0,3141454996.0
Peru,PER,Latin America & Caribbean,CO2 emissions (metric tons per capita),946019228.0,899993575.0,915668698.0,931300166.0,945017704.0,1055591698.0,1133562187.0,1109041596.0,1051131282.0,1114720115.0,1082012872.0,990324781.0,1023210818.0,992246987.0,1130891406.0,1122868144.0,1097428645.0,1193306099.0,1340577361.0,1429878097.0,1550244456.0,1654916644.0,1630811042.0,1670921723.0,176701033.0,1790242082.0,1838580302.0,1725909058.0,1706509986.0,1745591927.0,1745591927.0
Philippines,PHL,East Asia & Pacific,CO2 emissions (metric tons per capita),663702849.0,640613627.0,677021163.0,717783418.0,755490772.0,88487222.0,941433601.0,1024087359.0,993946741.0,937820251.0,92445667.0,884617322.0,879613728.0,88655329.0,887020622.0,888142335.0,790431773.0,818965455.0,826714801.0,825631075.0,871903845.0,86460139.0,886510244.0,965899617.0,1013001909.0,1087126793.0,1176495411.0,1269338141.0,1299279851.0,1345029057.0,1345029057.0
Palau,PLW,East Asia & Pacific,CO2 emissions (metric tons per capita),,,1261113563.0,1228124041.0,119510009.0,1165637021.0,1136428206.0,1110124334.0,1086425118.0,1065359825.0,1099246231.0,1134605467.0,1120048869.0,1110438112.0,1158048458.0,1314193239.0,1279099514.0,1252674955.0,1122514397.0,1093493729.0,116965575.0,1183231877.0,1247519131.0,1249786961.0,1248226944.0,1188791358.0,1410994469.0,1459935934.0,1395790296.0,1388811733.0,1388811733.0
Papua New Guinea,PNG,East Asia & Pacific,CO2 emissions (metric tons per capita),470119976.0,461322646.0,45076564.0,446550077.0,406659423.0,410637002.0,419625844.0,440639199.0,474760054.0,454850331.0,483960059.0,567399438.0,591937078.0,655592497.0,779006515.0,759056846.0,719133232.0,74171961.0,68231992.0,704011101.0,686682408.0,690560024.0,640806964.0,672796447.0,741185071.0,802933312.0,926041651.0,901868436.0,878423813.0,863707514.0,863707514.0
Poland,POL,Europe & Central Asia,CO2 emissions (metric tons per capita),9189263028.0,9193594772.0,8950395696.0,894455034.0,8814909778.0,880943173.0,9199373349.0,8916766668.0,8235419879.0,7992184018.0,773080499.0,7676987465.0,7515492328.0,7793047036.0,7905511788.0,7895886085.0,8234912499.0,8220760788.0,8087182909.0,7791547049.0,8247028077.0,8159838047.0,7969647665.0,7841704806.0,7516889481.0,7610089275.0,7895688724.0,8238615375.0,8213615723.0,7773641839.0,7773641839.0
Puerto Rico,PRI,Latin America & Caribbean,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,CO2 emissions (metric tons per capita),6077448065.0,5693587281.0,5000141613.0,4547670648.0,4112989451.0,3815701001.0,3346835235.0,3023022384.0,2704027386.0,2928979076.0,3132267246.0,3215754891.0,3050628348.0,3089739908.0,313153895.0,3245877438.0,328166461.0,2713291792.0,2995868919.0,2266220325.0,210274697.0,1503644026.0,1551572969.0,1108325444.0,1246318841.0,996671213.0,1185411613.0,2134895546.0,1977721253.0,218341993.0,218341993.0
Portugal,PRT,Europe & Central Asia,CO2 emissions (metric tons per capita),4113903954.0,4294075391.0,4699324611.0,4595232659.0,4734012075.0,5055766027.0,4843031237.0,5038096338.0,5472335376.0,6088378078.0,599228486.0,5923154167.0,6295808218.0,578650313.0,592625189.0,6233261377.0,574494832.0,5577179172.0,538350514.0,5327278898.0,4817886772.0,4723629222.0,4585897919.0,4452394369.0,4415895252.0,4812669696.0,4722311267.0,5177519279.0,4813385529.0,4339768426.0,4339768426.0
Paraguay,PRY,Latin America & Caribbean,CO2 emissions (metric tons per capita),49012493.0,46604472.0,555678165.0,619029493.0,715801818.0,791318441.0,76110383.0,822313137.0,835969803.0,818580669.0,661256139.0,665015855.0,683302363.0,699451793.0,69277746.0,635291843.0,667995676.0,620162281.0,710374922.0,741405323.0,80665593.0,824126215.0,806663826.0,814097994.0,853091846.0,952345908.0,1059328573.0,1173719578.0,1217641784.0,1165425232.0,1165425232.0
West Bank and Gaza,PSE,Middle East & North Africa,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,East Asia & Pacific,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Middle East & North Africa,CO2 emissions (metric tons per capita),2632932654.0,3073741059.0,2963244066.0,3312202505.0,3646626328.0,3710217413.0,4007417742.0,4742957483.0,480450209.0,5083385044.0,4837400227.0,4658438114.0,5071215469.0,5095403383.0,4920805129.0,4453380584.0,4279830768.0,4089652419.0,3691870848.0,3267180019.0,3263430234.0,334944129.0,3418822184.0,325989398.0,3320589511.0,3304351032.0,3274588827.0,3212798967.0,310675333.0,3247446876.0,3247446876.0
Romania,ROU,Europe & Central Asia,CO2 emissions (metric tons per capita),7440359782.0,620664484.0,5536037017.0,5170608102.0,5066384997.0,5328802734.0,5491400063.0,5037248861.0,4422556478.0,378203314.0,3966498018.0,4302825279.0,4313753256.0,4548925394.0,4444859154.0,4442373285.0,4683454099.0,4632001472.0,4646050196.0,3962688135.0,383367893.0,4172223886.0,4080658872.0,3607441144.0,3593353578.0,3700112058.0,3633591827.0,3788405676.0,386105157.0,3817434477.0,3817434477.0
Russian Federation,RUS,Europe & Central Asia,CO2 emissions (metric tons per capita),1462146834.0,1439705709.0,1367197153.0,1266513195.0,1135417901.0,1102262056.0,1080709102.0,1007001565.0,1007626532.0,1035031973.0,1066769032.0,1073577044.0,1077267705.0,1113042089.0,1111272164.0,1123183738.0,1156836194.0,1161127902.0,1159564597.0,1083213407.0,1132541814.0,1188499702.0,1170209407.0,1137700677.0,1120820257.0,1105201007.0,1088744577.0,1103519747.0,1149657125.0,1179720293.0,1179720293.0
Rwanda,RWA,Sub-Saharan Africa,CO2 emissions (metric tons per capita),75457378.0,7058231.0,74601935.0,8142077.0,79174523.0,78814493.0,79825555.0,79440514.0,73246395.0,70655004.0,68064184.0,68034236.0,66452587.0,64273662.0,64512294.0,62215648.0,60818225.0,62542059.0,5879554.0,60310114.0,59764899.0,66062179.0,71092285.0,74919961.0,77591916.0,86198815.0,99410144.0,99324266.0,104861259.0,105330369.0,105330369.0
Saudi Arabia,SAU,Middle East & North Africa,CO2 emissions (metric tons per capita),1055884314.0,112045202.0,1169031249.0,1144269558.0,1132945089.0,1098944728.0,114348952.0,1133964215.0,1182310273.0,1186063692.0,1208197508.0,1198388163.0,1248548405.0,1268355031.0,1296390807.0,1323848219.0,1369237149.0,1408083313.0,1505376806.0,1526569182.0,1626936986.0,1640642066.0,1689149679.0,1674461002.0,1748316332.0,1781940147.0,1729871828.0,164667833.0,1546639077.0,1528457873.0,1528457873.0
Sudan,SDN,Sub-Saharan Africa,CO2 emissions (metric tons per capita),266533092.0,229759152.0,208791938.0,142490378.0,201384281.0,187177775.0,173913858.0,206186281.0,183352105.0,199425295.0,208615803.0,223445097.0,268596325.0,269173818.0,292246796.0,339262193.0,407430716.0,431388535.0,452196556.0,458208051.0,475321853.0,450357737.0,436539089.0,410546299.0,42446012.0,480940393.0,530272531.0,513556825.0,499024787.0,481626765.0,481626765.0
Senegal,SEN,Sub-Saharan Africa,CO2 emissions (metric tons per capita),309580822.0,300431835.0,321648442.0,305102295.0,308471769.0,317600779.0,328738032.0,35155444.0,385118301.0,413848586.0,414381656.0,444395643.0,445365248.0,425936778.0,498608417.0,511265752.0,4893575.0,530500422.0,536456559.0,540733711.0,554497627.0,580797008.0,555887582.0,581174786.0,604596606.0,637241954.0,675625481.0,6355649.0,642096144.0,651679184.0,651679184.0
Singapore,SGP,East Asia & Pacific,CO2 emissions (metric tons per capita),9507300635.0,9719040931.0,9722357212.0,1091302746.0,1110835531.0,1066248717.0,1049389981.0,1005258641.0,9434171256.0,9548533706.0,1045709574.0,1015705126.0,9887570712.0,9273782135.0,9508805829.0,8650271986.0,8445106954.0,834459514.0,7939006886.0,7785350075.0,8353799225.0,8636708162.0,822409727.0,8132743535.0,8117411688.0,8207765834.0,8221450295.0,8755841796.0,8406228967.0,8307079491.0,8307079491.0
Solomon Islands,SLB,East Asia & Pacific,CO2 emissions (metric tons per capita),480971177.0,498782659.0,515145271.0,530189896.0,543987082.0,556675091.0,568309442.0,552634488.0,563089004.0,572720572.0,581585548.0,589693572.0,597105395.0,60400525.0,676045531.0,723530496.0,706734354.0,690870158.0,635720317.0,640550355.0,644108967.0,646326454.0,629421677.0,682618921.0,579138418.0,513982824.0,581171989.0,550288499.0,551423307.0,537457043.0,537457043.0
Sierra Leone,SLE,Sub-Saharan Africa,CO2 emissions (metric tons per capita),74078138.0,7818495.0,73601677.0,76230693.0,81210642.0,55762691.0,71881391.0,53052906.0,57058293.0,44819193.0,71980578.0,92552296.0,100689319.0,105747392.0,97534129.0,7970768.0,101213876.0,83477457.0,84778933.0,82898446.0,87286748.0,112749227.0,128117541.0,151515698.0,163884125.0,126883934.0,126895832.0,12552703.0,112416113.0,115189573.0,115189573.0
El Salvador,SLV,Latin America & Caribbean,CO2 emissions (metric tons per capita),451606562.0,574670687.0,618500323.0,713963338.0,801881941.0,881213488.0,771536727.0,925815065.0,977963229.0,959821956.0,956193433.0,990382826.0,996286745.0,1086072535.0,1108934347.0,113018176.0,1190907939.0,124962947.0,1126918203.0,1084824479.0,1057588947.0,1091687798.0,1085297312.0,1030948242.0,1046841993.0,1106698196.0,1128043665.0,998728283.0,1060625402.0,1208637136.0,1208637136.0
San Marino,SMR,Europe & Central Asia,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Sub-Saharan Africa,CO2 emissions (metric tons per capita),101036818.0,9760757.0,93209675.0,87481123.0,85451629.0,80089198.0,74192831.0,6930337.0,63144622.0,58454954.0,55228381.0,55514923.0,59991569.0,59090743.0,57254256.0,55519094.0,53883794.0,55956063.0,54399384.0,52058039.0,52308698.0,50903722.0,4954588.0,49756151.0,48422285.0,47110993.0,46525942.0,45239054.0,43975888.0,4468071.0,4468071.0
Serbia,SRB,Europe & Central Asia,CO2 emissions (metric tons per capita),8161086211.0,6872367238.0,62761364.0,5548551318.0,5029323282.0,5842349414.0,6780178094.0,7412623259.0,742757585.0,5306083854.0,5852577835.0,5997254857.0,6480338727.0,6971374525.0,7550423832.0,681246772.0,7152331486.0,6971408026.0,6779387321.0,6402299491.0,6459632708.0,7081738796.0,6360537735.0,6486480319.0,5463794101.0,6397117589.0,6604969132.0,674276565.0,6606418045.0,6616046939.0,6616046939.0
South Sudan,SSD,Sub-Saharan Africa,CO2 emissions (metric tons per capita),78286865.0,75643258.0,67854766.0,48209388.0,66518357.0,70338822.0,70855097.0,8315389.0,68881057.0,70779948.0,74200777.0,82198694.0,100176058.0,108136711.0,131700176.0,120754825.0,126463707.0,140707119.0,141926252.0,141102992.0,137773316.0,130204423.0,140404329.0,14002857.0,144956615.0,18384314.0,1597043.0,139311838.0,141218175.0,153677683.0,153677683.0
Sao Tome and Principe,STP,Sub-Saharan Africa,CO2 emissions (metric tons per capita),419424382.0,410007462.0,321094289.0,314797035.0,386321141.0,379711268.0,373694871.0,368104483.0,362699938.0,357234717.0,351459259.0,345399282.0,40691759.0,465410061.0,455326015.0,508026812.0,494816783.0,481066996.0,525940578.0,51172128.0,554409784.0,541943743.0,636962946.0,624752688.0,613098843.0,601687721.0,639697646.0,676047635.0,6634065.0,697518721.0,697518721.0
Suriname,SUR,Latin America & Caribbean,CO2 emissions (metric tons per capita),4343866387.0,4963572222.0,4873317517.0,4812769258.0,475753794.0,4730101324.0,4707646244.0,4689925468.0,4632066075.0,4619880528.0,3142624176.0,3189431232.0,2322552827.0,2520812109.0,2815589017.0,3383647687.0,3027952098.0,2758318417.0,2823318362.0,2771867737.0,3288441712.0,3643654431.0,4508108234.0,4184215025.0,4735413094.0,4864648366.0,5222320459.0,4382113265.0,3836892218.0,4558253785.0,4558253785.0
