Country,country_code,Region,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2019.1
Algeria,DZA,Middle East & North Africa,CO2 emissions (metric tons per capita),2443429976.0,2516243273.0,2472960779.0,2613303742.0,2609009067.0,2658062574.0,2600933527.0,2502439231.0,2472447856.0,2531070515.0,2578744484.0,250067461.0,2586712195.0,2733373662.0,2737354064.0,2841351373.0,2966914681.0,3007289846.0,3102451083.0,3174573294.0,3173654529.0,3294742583.0,3609307651.0,3644979345.0,3795632251.0,3933495912.0,3820090337.0,3825637988.0,3920109085.0,3977650459.0,3977650459.0
Ecuador,ECU,Latin America & Caribbean,CO2 emissions (metric tons per capita),1507194213.0,150298745.0,1572395858.0,1546326858.0,1677373454.0,1826244052.0,2050726602.0,2087611577.0,2005992729.0,173684381.0,1738804994.0,1877711066.0,1838936694.0,1844472234.0,1925511132.0,2041105738.0,2143053343.0,214317376.0,21801436.0,2335118311.0,2481494711.0,2433762684.0,2396908547.0,252745943.0,2620388632.0,256106243.0,2414027127.0,229664472.0,2349517438.0,2261469817.0,2261469817.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,CO2 emissions (metric tons per capita),1563210403.0,1556302956.0,154942798.0,1547411237.0,1438724008.0,1503512728.0,155562046.0,1634401164.0,1676428486.0,1726119823.0,1665079192.0,1806061187.0,1810728443.0,1826542965.0,1948172596.0,2147938562.0,222117664.0,234430544.0,238509982.0,2436192983.0,242033575.0,2434305307.0,2487785551.0,2419103472.0,2423232509.0,244779056.0,2448249515.0,2511649632.0,2518806451.0,2484059911.0,2484059911.0
Eritrea,ERI,Sub-Saharan Africa,CO2 emissions (metric tons per capita),,,19489784.0,281421994.0,329060654.0,362939026.0,396090631.0,378099046.0,276463569.0,290514219.0,279181805.0,29477147.0,274076516.0,265285439.0,250017559.0,212265186.0,17819148.0,17019629.0,146925243.0,150644888.0,157706966.0,177350806.0,190763128.0,195035548.0,196288983.0,194446714.0,195465331.0,210964662.0,246177237.0,251635846.0,251635846.0
Spain,ESP,Europe & Central Asia,CO2 emissions (metric tons per capita),5530352721.0,5699785887.0,5934211892.0,5540472762.0,5776362895.0,605602903.0,576863509.0,6206095959.0,6369906713.0,6890852536.0,7230107062.0,7216328687.0,7548593756.0,7553396348.0,7817921309.0,8029202013.0,7698212561.0,7842252141.0,7056387715.0,6200856827.0,5866642426.0,587043563.0,5756946794.0,5208274629.0,5184067004.0,551794436.0,5314294581.0,5654254455.0,5492571471.0,509135092.0,509135092.0
Estonia,EST,Europe & Central Asia,CO2 emissions (metric tons per capita),224831663.0,2020093332.0,1553723817.0,122747181.0,1218449875.0,1131812278.0,1215037645.0,1198255135.0,1171585305.0,109980694.0,1068014331.0,1107977365.0,1083843826.0,1235846893.0,1249128506.0,1271797866.0,1186507343.0,1490288476.0,1376122746.0,1127750545.0,1426988866.0,1368801133.0,127693736.0,1465860673.0,1364730803.0,1181383402.0,1215239497.0,1268422805.0,1158870366.0,7672277909.0,7672277909.0
Ethiopia,ETH,Sub-Saharan Africa,CO2 emissions (metric tons per capita),48237691.0,4696636.0,29558418.0,36400784.0,40956131.0,45049857.0,48740284.0,50413985.0,51673614.0,49422619.0,53756289.0,64554538.0,65153465.0,69557428.0,71794656.0,66145963.0,68799271.0,73877268.0,78271761.0,76612691.0,73824767.0,83647726.0,91451262.0,105676114.0,125797367.0,127832027.0,144493245.0,148684311.0,157840173.0,163813429.0,163813429.0
Finland,FIN,Europe & Central Asia,CO2 emissions (metric tons per capita),1094169357.0,1099578359.0,1036891768.0,1055177326.0,1177792413.0,1098126587.0,1220979777.0,1179415293.0,1111284025.0,1093994472.0,1064485611.0,1177523242.0,121985969.0,1375595751.0,1294525129.0,1057167065.0,1272627915.0,1230921631.0,106636072.0,1014821304.0,1165875348.0,1022962444.0,9126387978.0,922784648.0,8451871908.0,7814537356.0,8316193077.0,7810154155.0,8082639791.0,7372854761.0,7372854761.0
Fiji,FJI,East Asia & Pacific,CO2 emissions (metric tons per capita),947054181.0,924669363.0,967130979.0,927198985.0,91430721.0,915623372.0,981655786.0,946090502.0,912331219.0,930172566.0,998753408.0,1277762147.0,1079414216.0,128664166.0,1797364878.0,1570095596.0,166693039.0,150684357.0,1147445607.0,1136315747.0,1349125821.0,1285539092.0,119066194.0,1305449843.0,1488838858.0,1588704993.0,1742308032.0,1880427571.0,1844955795.0,1831553275.0,1831553275.0
France,FRA,Europe & Central Asia,CO2 emissions (metric tons per capita),6117208209.0,6500247467.0,6263082143.0,5911675954.0,5805094459.0,5915833662.0,6157003248.0,5988008873.0,6332173623.0,6197031415.0,6125507901.0,61399245.0,6003048171.0,6052063904.0,6024888047.0,6025069386.0,5840018106.0,5667781492.0,5561011371.0,5312096451.0,5348198409.0,5128951791.0,5154142128.0,512979914.0,4616052854.0,4677807228.0,470474678.0,4749542598.0,4575874163.0,4468770089.0,4468770089.0
Faroe Islands,FRO,Europe & Central Asia,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,CO2 emissions (metric tons per capita),,,1084962421.0,1058700109.0,1037442233.0,1115915748.0,110792071.0,1106266075.0,1201412121.0,1206283811.0,1210371957.0,1399645423.0,1308081144.0,1496697877.0,1500600207.0,1507513981.0,1328600989.0,134045691.0,1158871619.0,1262491335.0,1068832829.0,1160003067.0,124394767.0,1321727314.0,1303004361.0,1377587623.0,1542439793.0,1614914698.0,150923297.0,1581569507.0,1581569507.0
Gabon,GAB,Sub-Saharan Africa,CO2 emissions (metric tons per capita),4318093972.0,4673160584.0,4518374223.0,4515575823.0,4369819116.0,4802060185.0,5220388447.0,4871501018.0,546125373.0,5028947724.0,4949693046.0,4952273753.0,462621577.0,4878987517.0,4498488798.0,4357987805.0,3803812803.0,3354690664.0,3470443269.0,3314371184.0,3546479337.0,3431022623.0,3200590683.0,3186448492.0,3163816156.0,3142183759.0,3197399088.0,2581348773.0,2415920485.0,2416484011.0,2416484011.0
United Kingdom,GBR,Europe & Central Asia,CO2 emissions (metric tons per capita),9812990193.0,993784978.0,9688886854.0,9379643108.0,9248649611.0,9079951871.0,9377833976.0,8988638193.0,8993429855.0,8908112348.0,9014558285.0,9222987414.0,8940301425.0,9104141448.0,9053158584.0,8955450044.0,8908600278.0,8650989769.0,8337891639.0,7490653988.0,7686282334.0,7043919991.0,7343460282.0,7075818333.0,643320778.0,6159448333.0,5804004752.0,5555651514.0,5427748177.0,5220514488.0,5220514488.0
Georgia,GEO,Europe & Central Asia,CO2 emissions (metric tons per capita),6974177426.0,5275129759.0,4118190212.0,3276251756.0,2158775007.0,1756223321.0,141594528.0,1268990897.0,1175886457.0,108727237.0,1169940333.0,876849261.0,743996199.0,799648581.0,858087124.0,1086491596.0,1211231833.0,1458489553.0,125764955.0,1473356725.0,1404919111.0,1735685448.0,1928196034.0,2108848922.0,2277240519.0,2469615623.0,2588862958.0,2609975618.0,2568059536.0,2717624226.0,2717624226.0
Ghana,GHA,Sub-Saharan Africa,CO2 emissions (metric tons per capita),188854549.0,168339541.0,196763056.0,198053537.0,208916042.0,218054975.0,234216124.0,24010305.0,332295428.0,349769877.0,297735601.0,314320105.0,366979247.0,344091272.0,31402298.0,322718935.0,380266256.0,397144284.0,367512374.0,414133624.0,451580867.0,462822311.0,561999712.0,587425248.0,554280565.0,566623028.0,564217035.0,584105258.0,627538298.0,658823541.0,658823541.0
Gibraltar,GIB,Europe & Central Asia,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,CO2 emissions (metric tons per capita),157423742.0,156084161.0,156342316.0,156585939.0,158167092.0,159567934.0,16479581.0,168361791.0,173010997.0,177535105.0,180809115.0,186525449.0,189842229.0,194216978.0,198303128.0,200887312.0,204138179.0,208023423.0,206391015.0,21275591.0,245286381.0,251428453.0,23281943.0,200131818.0,200879386.0,222181476.0,240236469.0,276776092.0,302071193.0,309288541.0,309288541.0
"Gambia, The",GMB,Sub-Saharan Africa,CO2 emissions (metric tons per capita),198829002.0,201476622.0,194651749.0,197952418.0,191917706.0,194935747.0,188988662.0,191583328.0,193841651.0,203583381.0,182134433.0,227929445.0,213635204.0,206907262.0,213828841.0,213765883.0,226209665.0,250023476.0,254545114.0,281564377.0,245371539.0,243487777.0,241467286.0,224065899.0,25691229.0,254091824.0,246610947.0,243913466.0,241218342.0,247050718.0,247050718.0
Guinea-Bissau,GNB,Sub-Saharan Africa,CO2 emissions (metric tons per capita),174311597.0,170422306.0,176409537.0,172509466.0,168800904.0,165312026.0,162040267.0,176599662.0,147266219.0,161409119.0,12486421.0,122238928.0,119573939.0,148056138.0,152265871.0,156141834.0,159700111.0,162942027.0,152045425.0,154994881.0,157624801.0,153551253.0,155765084.0,151675192.0,159533648.0,16117826.0,173919484.0,169570703.0,170730038.0,171792958.0,171792958.0
Equatorial Guinea,GNQ,Sub-Saharan Africa,CO2 emissions (metric tons per capita),143133868.0,161721082.0,201221189.0,2075061009.0,2149868816.0,2214313321.0,2306898985.0,3075724333.0,3527330545.0,5552069994.0,3662278531.0,5382625518.0,7032327616.0,729608142.0,8647755711.0,1110033354.0,1194400452.0,1039326453.0,1136100912.0,1076987412.0,1054427516.0,1012300595.0,9522968776.0,8528333301.0,7048195802.0,5622232353.0,5480664895.0,4595850574.0,4912274137.0,3945480032.0,3945480032.0
Greece,GRC,Europe & Central Asia,CO2 emissions (metric tons per capita),7416057913.0,7346951195.0,751798648.0,7465286989.0,7583999957.0,7842151122.0,7800128195.0,7856482991.0,8127412607.0,8121394969.0,8741595261.0,8894202354.0,8860741473.0,917087841.0,9113529104.0,9278882623.0,9137630592.0,9441123453.0,9064040878.0,8529742762.0,7874949777.0,761375705.0,7251237354.0,6609996229.0,6385178661.0,628506954.0,6203617147.0,6211250289.0,60580184.0,559618907.0,559618907.0
Grenada,GRD,Latin America & Caribbean,CO2 emissions (metric tons per capita),1141931733.0,1244013187.0,1749673223.0,1526966224.0,1610549097.0,1695151866.0,1881132244.0,1969143521.0,2156376503.0,2147829228.0,2042066571.0,2227775518.0,2315797548.0,2403776814.0,220420528.0,2388732825.0,2477653381.0,2662027145.0,2749935914.0,7656895482.0,2730002651.0,2903002289.0,381565719.0,2958251607.0,2295684114.0,2463436318.0,2539383122.0,2615581576.0,2871268408.0,2946376075.0,2946376075.0
Greenland,GRL,Europe & Central Asia,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Latin America & Caribbean,CO2 emissions (metric tons per capita),434248626.0,433481836.0,5060742.0,521928185.0,540970172.0,617296792.0,587456968.0,607135726.0,75048331.0,724953006.0,81278639.0,826344294.0,861904487.0,848950174.0,847650879.0,890464915.0,871846874.0,920826905.0,818091212.0,846417112.0,802261619.0,808455576.0,821948809.0,864132971.0,911388463.0,1049628082.0,1105025419.0,1029997461.0,1120698338.0,1162970924.0,1162970924.0
Guam,GUM,East Asia & Pacific,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Latin America & Caribbean,CO2 emissions (metric tons per capita),1574048911.0,1531276319.0,1442700736.0,1445353057.0,1857962092.0,2009725495.0,2076758574.0,2269204129.0,2321638466.0,2321002673.0,222306145.0,2200733757.0,2175112689.0,2174082262.0,2239395333.0,1983499455.0,1782041634.0,2156797884.0,2142431558.0,2179966238.0,2348451477.0,2433416853.0,2647645978.0,2607730233.0,2698556721.0,2710334223.0,3215088122.0,3186200564.0,3324745367.0,3640892855.0,3640892855.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Latin America & Caribbean,CO2 emissions (metric tons per capita),494419916.0,480524631.0,520527766.0,537592948.0,585694388.0,677875849.0,663850804.0,668243103.0,752362587.0,742519313.0,758991925.0,859015935.0,878880862.0,947043924.0,1038040468.0,934443841.0,1043973254.0,1093677158.0,1076312315.0,990089255.0,983472529.0,1038833066.0,106935877.0,1064951336.0,1056324782.0,1089663658.0,1021487509.0,98207493.0,1048237401.0,1048622992.0,1048622992.0
Croatia,HRV,Europe & Central Asia,CO2 emissions (metric tons per capita),4257574464.0,3143512656.0,3286844013.0,3377920874.0,3196458144.0,3346298617.0,3348623038.0,3764123733.0,4088580768.0,4104066904.0,4037327826.0,4465488057.0,4713895971.0,5021612128.0,4901733118.0,4976630894.0,5012573327.0,5308317229.0,5042108344.0,4717571565.0,4530399209.0,4445615774.0,4079616457.0,3997002654.0,3831644469.0,3948992432.0,4043744105.0,4221085948.0,4019234669.0,4063707833.0,4063707833.0
Haiti,HTI,Latin America & Caribbean,CO2 emissions (metric tons per capita),144929287.0,139302715.0,12295937.0,92484818.0,24992377.0,11621137.0,134393061.0,158142712.0,160250921.0,165883927.0,173680812.0,185856117.0,209043763.0,203368312.0,184589899.0,184877283.0,184059902.0,215895462.0,210437489.0,203101721.0,247253132.0,267318268.0,236076333.0,254791238.0,286282868.0,30666988.0,309963776.0,303213317.0,295778642.0,294768414.0,294768414.0
Hungary,HUN,Europe & Central Asia,CO2 emissions (metric tons per capita),6498947174.0,6222646384.0,5593412349.0,5636482777.0,5586195195.0,556009242.0,5668572484.0,5538125216.0,5586091557.0,565663788.0,5350127818.0,5524375965.0,5473190665.0,574457771.0,5575263133.0,5543733303.0,5506698601.0,5355128938.0,5280833386.0,4773188743.0,4787989094.0,4704300453.0,4377864468.0,4120050589.0,411798843.0,4407180501.0,450885432.0,4744601547.0,4746529359.0,474663103.0,474663103.0
Indonesia,IDN,East Asia & Pacific,CO2 emissions (metric tons per capita),818737765.0,879778596.0,913551696.0,969813213.0,1027138052.0,1135810516.0,1184184804.0,1287603307.0,1276949883.0,1339691637.0,1326863641.0,1408681788.0,140616085.0,1515549968.0,1528266442.0,1512001407.0,1589363176.0,1635120972.0,1597402667.0,1638919951.0,1718201745.0,1939122786.0,1938042616.0,1778914016.0,1896733638.0,1890795841.0,1844764783.0,1954725536.0,215559759.0,2290397148.0,2290397148.0
Isle of Man,IMN,Europe & Central Asia,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,South Asia,CO2 emissions (metric tons per capita),645361649.0,681306247.0,688755269.0,702336947.0,725358158.0,765476409.0,787965578.0,818533297.0,820287851.0,868284688.0,887641212.0,887013876.0,901339542.0,910255466.0,961090201.0,99029291.0,1042663453.0,1129757683.0,118632121.0,1285083612.0,1344896147.0,1405068333.0,1508508252.0,1539947839.0,1657231271.0,1647151914.0,1657396308.0,1733360844.0,18126965.0,1797620119.0,1797620119.0
Ireland,IRL,Europe & Central Asia,CO2 emissions (metric tons per capita),8810537585.0,8904331489.0,8855028763.0,8850025208.0,9141078424.0,9268903784.0,9572482275.0,9789963505.0,1034827522.0,106450807.0,1117688705.0,115926495.0,1117258201.0,110320952.0,1097963685.0,1121417451.0,1105861518.0,105388979.0,1019702642.0,8943031474.0,8813296615.0,8008586809.0,8072558903.0,7723057986.0,7628162753.0,7881824817.0,8163462657.0,7858737173.0,7737323783.0,7245143221.0,7245143221.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,CO2 emissions (metric tons per capita),3521081033.0,3798607899.0,3974966067.0,3963749034.0,4401507243.0,4419079656.0,4491698593.0,4631249508.0,4548720471.0,4990056076.0,5187936248.0,532843848.0,549708091.0,5721566758.0,6057320614.0,6461795522.0,6862471364.0,7207252776.0,725243453.0,7436286869.0,7336652683.0,7396667663.0,740165311.0,7631864943.0,781441898.0,7633623871.0,7631719002.0,7764841864.0,7792523264.0,7598364845.0,7598364845.0
Iraq,IRQ,Middle East & North Africa,CO2 emissions (metric tons per capita),3686180806.0,2546192431.0,36592377.0,4724853017.0,5226377052.0,496641528.0,4757717976.0,5546284281.0,4150250087.0,3188746842.0,3729318782.0,4029629987.0,3656356845.0,3169490116.0,3348428329.0,3162065041.0,3022428749.0,2746205329.0,3105080315.0,3251285214.0,3649723858.0,3679052199.0,4045153699.0,4195185035.0,3895158431.0,3743646439.0,3884936915.0,4129653375.0,4244982955.0,4440624129.0,4440624129.0
Iceland,ISL,Europe & Central Asia,CO2 emissions (metric tons per capita),765228038.0,7408930282.0,7431327258.0,7507820647.0,7856522605.0,7477530022.0,8441297654.0,7929833879.0,784536959.0,7642917143.0,7930157714.0,7579798434.0,7790681127.0,7702377441.0,794319225.0,7717349417.0,7669973612.0,7638831305.0,6868002252.0,6624824238.0,6162727567.0,5924504836.0,5799523611.0,6269999047.0,6261721492.0,6227045154.0,4859303764.0,4863133247.0,4819673475.0,4548442258.0,4548442258.0
Israel,ISR,Middle East & North Africa,CO2 emissions (metric tons per capita),7255364807.0,6975146494.0,7195002928.0,7698156244.0,8031116873.0,8436429216.0,856113844.0,8733721727.0,8625020935.0,8649795918.0,9063444109.0,8999844696.0,9296803932.0,9406998865.0,9275958268.0,8803624525.0,9120036553.0,9275636617.0,9127353202.0,8780859698.0,9250222551.0,8990702786.0,9615068271.0,8313170792.0,7877600353.0,7892507176.0,7603557613.0,7529868203.0,687621041.0,6919593718.0,6919593718.0
Italy,ITA,Europe & Central Asia,CO2 emissions (metric tons per capita),7145018163.0,7119107279.0,7082581542.0,6984291424.0,6901240953.0,732562417.0,7248469279.0,7303872086.0,7492433586.0,7607835904.0,7662168039.0,7662604587.0,777212967.0,8064459636.0,818925745.0,8173783064.0,8025766415.0,7860767964.0,7564248487.0,671897022.0,6836836177.0,6680594198.0,6327708948.0,5751905744.0,538747546.0,5563259469.0,5498165145.0,5437857589.0,537687093.0,5311315442.0,5311315442.0
Jamaica,JAM,Latin America & Caribbean,CO2 emissions (metric tons per capita),3086903142.0,3037720619.0,3311598681.0,3348650458.0,3339920177.0,3425813187.0,3533139402.0,3560490016.0,3725745283.0,3790818243.0,378950826.0,3768638497.0,3806386039.0,3908559691.0,3878874772.0,3854014752.0,4378426925.0,4342126485.0,3458106721.0,2818474209.0,2661482239.0,2664607715.0,2448869311.0,2588580197.0,2500750419.0,2452418296.0,2604738412.0,2471884805.0,2933707295.0,2845730012.0,2845730012.0
Jordan,JOR,Middle East & North Africa,CO2 emissions (metric tons per capita),2784720103.0,2600722831.0,2999245538.0,2903684085.0,2945339799.0,296371067.0,2930582178.0,2963781232.0,2957134694.0,2907534828.0,3176186604.0,3114621124.0,3172535294.0,318547751.0,3329605285.0,344627904.0,3366409389.0,3371546348.0,3051945799.0,2997131378.0,2781778794.0,2709171986.0,298147233.0,279375767.0,2864728014.0,2731322514.0,2597786972.0,2672228405.0,2486623181.0,2438204112.0,2438204112.0
Japan,JPN,East Asia & Pacific,CO2 emissions (metric tons per capita),8831775701.0,8905650027.0,8961703838.0,8873018289.0,9273035198.0,9332839199.0,9420310599.0,9302379082.0,8942325949.0,9202485963.0,9323415561.0,9204791229.0,9467613289.0,951275428.0,9469634517.0,949198928.0,9303737228.0,9570784184.0,9044142107.0,8598248928.0,9030061533.0,9493010565.0,9822297325.0,9908431318.0,9562839774.0,9276629423.0,9189697811.0,9098304984.0,8801681435.0,8540980205.0,8540980205.0
Kazakhstan,KAZ,Europe & Central Asia,CO2 emissions (metric tons per capita),1451247859.0,1497534208.0,1544123931.0,1338406629.0,1233574177.0,1107974884.0,9846435028.0,8623745101.0,9012954131.0,8215898128.0,8072629613.0,7903981166.0,8820274326.0,9802120407.0,1052622175.0,1117116807.0,121047148.0,1281242182.0,1534074602.0,1327361979.0,1407314044.0,1482436446.0,1456638251.0,1526278838.0,1210241477.0,1087226272.0,1136053552.0,1189614517.0,118513159.0,1145693783.0,1145693783.0
Kenya,KEN,Sub-Saharan Africa,CO2 emissions (metric tons per capita),258803383.0,240195282.0,234935687.0,224209954.0,217806655.0,229398295.0,243796174.0,225730104.0,236690397.0,240845592.0,260288294.0,231669148.0,219840481.0,188299589.0,208781937.0,227167866.0,247018262.0,242081741.0,24904513.0,286295484.0,300732682.0,301772158.0,273997499.0,309754058.0,324410689.0,359452718.0,389590299.0,377928444.0,340321563.0,423783898.0,423783898.0
Kyrgyz Republic,KGZ,Europe & Central Asia,CO2 emissions (metric tons per capita),518309346.0,4574782687.0,3056207645.0,2238359865.0,1450687692.0,1008683449.0,1246651111.0,1211566306.0,1266512896.0,989587637.0,95337253.0,802814908.0,995852243.0,1108401275.0,1089192302.0,1026614534.0,1019469602.0,1228076796.0,1411999216.0,1255735372.0,1165586722.0,138178651.0,1794121918.0,1639974843.0,1663953395.0,1724051177.0,1595525916.0,1521409491.0,1779275005.0,1556643256.0,1556643256.0
Cambodia,KHM,East Asia & Pacific,CO2 emissions (metric tons per capita),140380634.0,139945989.0,140275786.0,138405153.0,143440027.0,137948573.0,139307228.0,145150804.0,16206184.0,16068698.0,161247317.0,173311469.0,174873333.0,185125113.0,182145538.0,200401487.0,219621964.0,267544785.0,292426404.0,337032292.0,35913403.0,368602225.0,383614744.0,381996121.0,455006519.0,543119905.0,70213092.0,792658643.0,897242084.0,98140655.0,98140655.0
Kiribati,KIR,East Asia & Pacific,CO2 emissions (metric tons per capita),276265989.0,271399881.0,267497693.0,396243611.0,391297543.0,386020897.0,380208861.0,374120816.0,367836386.0,361580831.0,355429181.0,349471134.0,458148155.0,450247626.0,552498406.0,758240452.0,74198917.0,621561971.0,607533401.0,594483183.0,485767033.0,477395338.0,564127142.0,556137428.0,548511237.0,540896253.0,622061871.0,788415579.0,776920319.0,765254095.0,765254095.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,CO2 emissions (metric tons per capita),2732240437.0,2724053391.0,3686318842.0,3402931382.0,3604209717.0,3564892934.0,3531738557.0,3733345778.0,4164256796.0,412635826.0,4310051494.0,4708309044.0,5092100695.0,5027432385.0,5181011477.0,4695637301.0,4859189237.0,5233519647.0,5189090456.0,1440358831.0,4896859779.0,5663201351.0,6816222682.0,4570020747.0,4529699153.0,4687133713.0,4648550129.0,4612191457.0,4767534994.0,4731801491.0,4731801491.0
"Korea, Rep.",KOR,East Asia & Pacific,CO2 emissions (metric tons per capita),577756339.0,6346819075.0,6790030585.0,741266563.0,7936106147.0,8547004567.0,9005884083.0,939295698.0,7919587271.0,8620949108.0,9714493739.0,9954155954.0,9717757697.0,9723895501.0,1010575182.0,9982450603.0,1007157738.0,1034618659.0,1049685145.0,1068065582.0,1160791602.0,1198478721.0,119586009.0,1189000868.0,1158874374.0,1191474367.0,1202472517.0,1220028602.0,1222524582.0,1179932538.0,1179932538.0
Kuwait,KWT,Middle East & North Africa,CO2 emissions (metric tons per capita),1390221204.0,3849757076.0,,,,2257291362.0,2190111245.0,2180958768.0,230077641.0,2343667537.0,2437017236.0,2528915647.0,2601321211.0,2688716685.0,2813454038.0,3079469952.0,3051404573.0,2819459481.0,2855410798.0,275253006.0,2697965604.0,2629058751.0,2547440065.0,2477326637.0,231838022.0,2320895692.0,2313702198.0,2236876769.0,2208921039.0,220224164.0,220224164.0
Lao PDR,LAO,East Asia & Pacific,CO2 emissions (metric tons per capita),119761295.0,125592741.0,133323082.0,132036175.0,135139786.0,13824475.0,157537917.0,164346412.0,165221754.0,168088447.0,169055324.0,184857098.0,202066285.0,20621736.0,2136979.0,219066618.0,280530097.0,291003292.0,339031816.0,413100752.0,460861368.0,478923877.0,50740729.0,635958995.0,653637811.0,1317280722.0,2293360853.0,2739812211.0,2741627996.0,2609681834.0,2609681834.0
Lebanon,LBN,Middle East & North Africa,CO2 emissions (metric tons per capita),2004971759.0,240955608.0,2282085983.0,3182251845.0,331143438.0,3769436333.0,3910639126.0,4409001141.0,4402311728.0,4546713479.0,4077783393.0,423202311.0,4026584099.0,3967297222.0,39130059.0,367756536.0,3409835694.0,3154794472.0,3914165316.0,4550151946.0,421153464.0,4071493797.0,4238282748.0,3930312343.0,4016900629.0,4134596535.0,4141917722.0,4299515468.0,4051370164.0,4076894274.0,4076894274.0
Liberia,LBR,Sub-Saharan Africa,CO2 emissions (metric tons per capita),216771672.0,181360014.0,19983893.0,21247523.0,211428091.0,205413426.0,203658446.0,193447711.0,194639702.0,148164172.0,150959453.0,152339529.0,148773753.0,155993308.0,178591134.0,208196483.0,207256313.0,184868989.0,149673095.0,143841627.0,187595232.0,211577212.0,229709292.0,216555329.0,2798481.0,281738701.0,307404651.0,272211611.0,23448965.0,23899343.0,23899343.0
Libya,LBY,Middle East & North Africa,CO2 emissions (metric tons per capita),6446286319.0,634208763.0,5663424854.0,6430943902.0,7959016831.0,8785975417.0,9020738565.0,8245395474.0,8062694279.0,819193464.0,8346564592.0,8166078752.0,824248791.0,8703781959.0,8486622726.0,913838937.0,8989490546.0,8266404753.0,8792257212.0,919467249.0,9608454155.0,6714752633.0,9168355709.0,9273220725.0,9116574105.0,7997426401.0,7847927464.0,8382057693.0,8477868963.0,8380729344.0,8380729344.0
St. Lucia,LCA,Latin America & Caribbean,CO2 emissions (metric tons per capita),1376622059.0,1428561225.0,2116282679.0,2022286997.0,2136752137.0,2314956663.0,2284378212.0,2319109462.0,2548636479.0,2516323844.0,2488244639.0,2655135791.0,26977515.0,2803214278.0,2780850372.0,2692646612.0,2902441614.0,2863210072.0,2882166504.0,7954802812.0,3044367182.0,3361095454.0,4245587419.0,2873158449.0,2860235383.0,2791253329.0,2832892608.0,2928904818.0,2913848872.0,295412906.0,295412906.0
Liechtenstein,LIE,Europe & Central Asia,CO2 emissions (metric tons per capita),6946856547.0,7200164575.0,7106118029.0,7336512489.0,6575702778.0,6475845098.0,6697710021.0,6911718505.0,7119420541.0,701968564.0,6629701061.0,6260620696.0,649254829.0,67306568.0,6677505637.0,6624805697.0,6576125923.0,5679075531.0,6202599419.0,5878565446.0,5278364196.0,4958814489.0,5189130073.0,5143475842.0,4298879508.0,4270652514.0,3983534881.0,4232244318.0,3692177873.0,3945292108.0,3945292108.0
Sri Lanka,LKA,South Asia,CO2 emissions (metric tons per capita),221635184.0,227535412.0,295994317.0,283963689.0,318881886.0,319027927.0,455156967.0,451521115.0,46378604.0,509020568.0,582076331.0,573718096.0,597508967.0,645546016.0,663841663.0,715272864.0,629570172.0,684909284.0,641013344.0,610728505.0,645058173.0,755938089.0,824969419.0,703424802.0,847049783.0,970910854.0,1034287615.0,1089349031.0,100092296.0,1090675627.0,1090675627.0
Lesotho,LSO,Sub-Saharan Africa,CO2 emissions (metric tons per capita),199558975.0,200856913.0,196377233.0,197559373.0,193410816.0,194880644.0,191284262.0,193084133.0,195241709.0,193094925.0,191853129.0,196488939.0,201987158.0,20313572.0,214361955.0,215418454.0,216087681.0,221447602.0,23148964.0,266313577.0,275609793.0,284460517.0,307694142.0,30071067.0,298515066.0,315685529.0,332523549.0,334682897.0,346246108.0,362307409.0,362307409.0
Lithuania,LTU,Europe & Central Asia,CO2 emissions (metric tons per capita),8713199442.0,9257224496.0,5399833627.0,4274139042.0,4049608109.0,3786060574.0,3951007507.0,3893557086.0,4144442995.0,3475928697.0,3003255289.0,3212499186.0,3258722606.0,3288228155.0,3526720564.0,3861517472.0,3981762324.0,4088145504.0,4083507545.0,3695956383.0,4068083042.0,3913325743.0,3992940664.0,3830693465.0,3703492659.0,3810789214.0,3904845812.0,3966902972.0,4158422562.0,4198076022.0,4198076022.0
